Index,Time,(vision_recv_data)->pitch
174,0.348461,0
175,0.350807,0
176,0.352229,0
177,0.354179,0
178,0.356783,0
179,0.358728,0
180,0.360676,0
181,0.362626,0
182,0.364575,0
183,0.366909,0
184,0.368332,0
185,0.370284,0
186,0.372236,0
187,0.374538,0
188,0.376485,0
189,0.378433,0
190,0.38038,0
191,0.382735,0
192,0.384151,0
193,0.386754,0
194,0.3887,0
195,0.390648,0
196,0.392598,0
197,0.394545,0
198,0.396494,0
199,0.398841,0
200,0.400255,0
201,0.402209,0
202,0.404814,0
203,0.406759,0
204,0.408706,0
205,0.410652,0
206,0.412605,0
207,0.414957,0
208,0.416366,0
209,0.418314,0
210,0.420261,0
211,0.422213,0
212,0.424161,0
213,0.426762,0
214,0.428751,0
215,0.430204,0
216,0.432516,0
217,0.434466,0
218,0.436415,0
219,0.438745,0
220,0.440692,0
221,0.442643,0
222,0.444592,0
223,0.446947,0
224,0.448339,0
225,0.450285,0
226,0.452239,0
227,0.454186,0
228,0.456787,0
229,0.458734,0
230,0.460681,0
231,0.463031,0
232,0.46443,0
233,0.466378,0
234,0.468327,0
235,0.470272,0
236,0.472225,0
237,0.47417,0
238,0.476774,0
239,0.478299,0
240,0.480551,0
241,0.482505,0
242,0.484454,0
243,0.486402,0
244,0.488347,0
245,0.490295,0
246,0.492247,0
247,0.494575,0
248,0.496645,0
249,0.498287,0
250,0.500237,0
251,0.502189,0
252,0.50479,0
253,0.506737,0
254,0.508684,0
255,0.511026,0
256,0.512433,0
257,0.514381,0
258,0.516331,0
259,0.518276,0
260,0.520223,0
261,0.522174,0
262,0.524778,0
263,0.526267,0
264,0.528555,0
265,0.530504,0
266,0.532458,0
267,0.534405,0
268,0.53635,0
269,0.538298,0
270,0.540245,0
271,0.542584,0
272,0.544649,0
273,0.546596,0
274,0.548543,0
275,0.55049,0
276,0.552443,0
277,0.554389,0
278,0.556338,0
279,0.558693,0
280,0.56077,0
281,0.56272,0
282,0.564669,0
283,0.566614,0
284,0.568562,0
285,0.570194,0
286,0.572148,0
287,0.574298,0
288,0.576588,0
289,0.578537,0
290,0.580486,0
291,0.582439,0
292,0.584384,0
293,0.586332,0
294,0.588278,0
295,0.590613,0
296,0.592688,0
297,0.594635,0
298,0.596582,0
299,0.598529,0
300,0.600477,0
301,0.602427,0
302,0.604376,0
303,0.606729,0
304,0.608148,0
305,0.610749,0
306,0.612703,0
307,0.614648,0
308,0.616595,0
309,0.618543,0
310,0.620489,0
311,0.622849,0
312,0.624252,0
313,0.626203,0
314,0.628806,0
315,0.630521,0
316,0.632472,0
317,0.634419,0
318,0.636368,0
319,0.638714,0
320,0.640783,0
321,0.642736,0
322,0.644682,0
323,0.64663,0
324,0.648578,0
325,0.650523,0
326,0.652477,0
327,0.654821,0
328,0.656238,0
329,0.658189,0
330,0.660791,0
331,0.662744,0
332,0.664689,0
333,0.666637,0
334,0.668584,0
335,0.67099,0
336,0.672408,0
337,0.674354,0
338,0.676302,0
339,0.678248,0
340,0.680195,0
341,0.682801,0
342,0.68475,0
343,0.686244,0
344,0.688527,0
345,0.690478,0
346,0.69243,0
347,0.694378,0
348,0.696325,0
349,0.698271,0
350,0.70022,0
351,0.702405,0
352,0.704637,0
353,0.706278,0
354,0.708228,0
355,0.710176,0
356,0.712782,0
357,0.714729,0
358,0.716676,0
359,0.719024,0
360,0.720432,0
361,0.722383,0
362,0.724332,0
363,0.726277,0
364,0.728225,0
365,0.730172,0
366,0.73278,0
367,0.734309,0
368,0.73656,0
369,0.738512,0
370,0.740458,0
371,0.742411,0
372,0.744358,0
373,0.746304,0
374,0.748252,0
375,0.750588,0
376,0.752658,0
377,0.754605,0
378,0.756554,0
379,0.7585,0
380,0.760447,0
381,0.762742,0
382,0.764689,0
383,0.766205,0
384,0.768542,0
385,0.770492,0
386,0.772446,0
387,0.774393,0
388,0.776339,0
389,0.778286,0
390,0.780233,0
391,0.782603,0
392,0.784667,0
393,0.786615,0
394,0.788562,0
395,0.790509,0
396,0.792462,0
397,0.794407,0
398,0.796356,0
399,0.798712,0
400,0.800788,0
401,0.802738,0
402,0.804687,0
403,0.806633,0
404,0.80858,0
405,0.810528,0
406,0.812479,0
407,0.814825,0
408,0.81624,0
409,0.818191,0
410,0.820794,0
411,0.822746,0
412,0.824691,0
413,0.826639,0
414,0.828588,0
415,0.830934,0
416,0.832348,0
417,0.834655,0
418,0.836602,0
419,0.83855,0
420,0.840498,0
421,0.842448,0
422,0.844397,0
423,0.84675,0
424,0.848166,0
425,0.850767,0
426,0.852721,0
427,0.854666,0
428,0.856614,0
429,0.858561,0
430,0.860508,0
431,0.862858,0
432,0.864271,0
433,0.866222,0
434,0.868171,0
435,0.870772,0
436,0.872722,0
437,0.874669,0
438,0.876618,0
439,0.878972,0
440,0.880382,0
441,0.882335,0
442,0.884282,0
443,0.886229,0
444,0.888175,0
445,0.890777,0
446,0.892729,0
447,0.894212,0
448,0.89648,0
449,0.898827,0
450,0.900776,0
451,0.902729,0
452,0.904674,0
453,0.906622,0
454,0.908569,0
455,0.910923,0
456,0.912325,0
457,0.914272,0
458,0.916221,0
459,0.918167,0
460,0.92077,0
461,0.92272,0
462,0.924669,0
463,0.927006,0
464,0.928416,0
465,0.930364,0
466,0.932315,0
467,0.934263,0
468,0.936208,0
469,0.938811,0
470,0.940757,0
471,0.942278,0
472,0.944514,0
473,0.946465,0
474,0.948414,0
475,0.950359,0
476,0.952312,0
477,0.954257,0
478,0.956206,0
479,0.958532,0
480,0.960601,0
481,0.962551,0
482,0.964501,0
483,0.966483,0
484,0.968766,0
485,0.970711,0
486,0.972892,0
487,0.974322,0
488,0.976392,0
489,0.978339,0
490,0.980286,0
491,0.982238,0
492,0.984184,0
493,0.986786,0
494,0.988971,0
495,0.990412,0
496,0.992476,0
497,0.994423,0
498,0.996372,0
499,0.998318,0
500,1.000265,0
501,1.002216,0
502,1.004164,0
503,1.006515,0
504,1.008584,0
505,1.010529,0
506,1.012484,0
507,1.014431,0
508,1.016377,0
509,1.018324,0
510,1.020306,0
511,1.022621,0
512,1.024695,0
513,1.026643,0
514,1.028589,0
515,1.030537,0
516,1.03249,0
517,1.034435,0
518,1.036384,0
519,1.038746,0
520,1.040152,0
521,1.042487,0
522,1.044436,0
523,1.046381,0
524,1.048328,0
525,1.050274,0
526,1.052228,0
527,1.054572,0
528,1.056648,0
529,1.058593,0
530,1.060542,0
531,1.062495,0
532,1.06444,0
533,1.066388,0
534,1.068334,0
535,1.07068,0
536,1.072168,0
537,1.074769,0
538,1.076715,0
539,1.078663,0
540,1.080611,0
541,1.082561,0
542,1.08451,0
543,1.086855,0
544,1.088268,0
545,1.090219,0
546,1.092171,0
547,1.094774,0
548,1.096719,0
549,1.098667,0
550,1.100649,0
551,1.103034,0
552,1.104476,0
553,1.106746,0
554,1.108693,0
555,1.110641,0
556,1.112591,0
557,1.114539,0
558,1.116488,0
559,1.118841,0
560,1.120252,0
561,1.122207,0
562,1.124811,0
563,1.126756,0
564,1.128703,0
565,1.130648,0
566,1.132602,0
567,1.134948,0
568,1.136362,0
569,1.13831,0
570,1.140256,0
571,1.142209,0
572,1.14481,0
573,1.146757,0
574,1.148704,0
575,1.150235,0
576,1.152572,0
577,1.154521,0
578,1.15647,0
579,1.158418,0
580,1.160363,0
581,1.162316,0
582,1.164262,0
583,1.166627,0
584,1.168697,0
585,1.170644,0
586,1.172283,0
587,1.174235,0
588,1.17618,0
589,1.178783,0
590,1.180295,0
591,1.182565,0
592,1.184514,0
593,1.186461,0
594,1.18841,0
595,1.190355,0
596,1.192308,0
597,1.194253,0
598,1.196631,0
599,1.198699,0
600,1.200647,0
601,1.202597,0
602,1.204546,0
603,1.206494,0
604,1.208439,0
605,1.210622,0
606,1.212868,0
607,1.214164,0
608,1.216765,0
609,1.218712,0
610,1.220659,0
611,1.222612,0
612,1.224594,0
613,1.226905,0
614,1.228309,0
615,1.230258,0
616,1.232211,0
617,1.234811,0
618,1.236435,0
619,1.238381,0
620,1.240329,0
621,1.242672,0
622,1.244732,0
623,1.246679,0
624,1.248627,0
625,1.250572,0
626,1.252526,0
627,1.254474,0
628,1.256419,0
629,1.258757,0
630,1.26016,0
631,1.262768,0
632,1.264713,0
633,1.26666,0
634,1.268607,0
635,1.270554,0
636,1.272542,0
637,1.274853,0
638,1.276263,0
639,1.278212,0
640,1.280159,0
641,1.282765,0
642,1.284713,0
643,1.286659,0
644,1.288606,0
645,1.29096,0
646,1.292374,0
647,1.294321,0
648,1.296267,0
649,1.298214,0
650,1.300163,0
651,1.302769,0
652,1.304714,0
653,1.306247,0
654,1.308584,0
655,1.310231,0
656,1.312184,0
657,1.314785,0
658,1.316731,0
659,1.318679,0
660,1.320626,0
661,1.322974,0
662,1.324377,0
663,1.326322,0
664,1.32827,0
665,1.330217,0
666,1.332169,0
667,1.334772,0
668,1.336717,0
669,1.33819,0
670,1.340477,0
671,1.342434,0
672,1.344381,0
673,1.346327,0
674,1.348275,0
675,1.350221,0
676,1.352174,0
677,1.354333,0
678,1.356578,0
679,1.358527,0
680,1.360475,0
681,1.362427,0
682,1.364374,0
683,1.366322,0
684,1.368267,0
685,1.370643,0
686,1.373079,0
687,1.374371,0
688,1.376316,0
689,1.378264,0
690,1.38021,0
691,1.382818,0
692,1.384763,0
693,1.386254,0
694,1.388548,0
695,1.390499,0
696,1.392452,0
697,1.394397,0
698,1.396346,0
699,1.398291,0
700,1.400239,0
701,1.402397,0
702,1.404642,0
703,1.406591,0
704,1.408539,0
705,1.410487,0
706,1.412438,0
707,1.414386,0
708,1.416331,0
709,1.418677,0
710,1.420748,0
711,1.4227,0
712,1.424646,0
713,1.426593,0
714,1.428542,0
715,1.430487,0
716,1.43244,0
717,1.434791,0
718,1.436213,0
719,1.438161,0
720,1.440761,0
721,1.442414,0
722,1.444364,0
723,1.44631,0
724,1.448257,0
725,1.450602,0
726,1.452685,0
727,1.45463,0
728,1.456578,0
729,1.458526,0
730,1.460472,0
731,1.462425,0
732,1.464372,0
733,1.466741,0
734,1.468195,0
735,1.470141,0
736,1.472746,0
737,1.474694,0
738,1.476643,0
739,1.478588,0
740,1.480728,0
741,1.482202,0
742,1.484272,0
743,1.48622,0
744,1.488165,0
745,1.490766,0
746,1.49272,0
747,1.494667,0
748,1.496866,0
749,1.498296,0
750,1.500351,0
751,1.502304,0
752,1.504252,0
753,1.506557,0
754,1.508504,0
755,1.510451,0
756,1.51259,0
757,1.514851,0
758,1.516482,0
759,1.51843,0
760,1.520375,0
761,1.522328,0
762,1.524274,0
763,1.526222,0
764,1.528169,0
765,1.530528,0
766,1.532609,0
767,1.534557,0
768,1.536504,0
769,1.538449,0
770,1.540398,0
771,1.542349,0
772,1.544296,0
773,1.54664,0
774,1.548717,0
775,1.550662,0
776,1.552615,0
777,1.554563,0
778,1.556509,0
779,1.558457,0
780,1.560629,0
781,1.562855,0
782,1.564806,0
783,1.566753,0
784,1.568698,0
785,1.570646,0
786,1.5726,0
787,1.574581,0
788,1.576882,0
789,1.578321,0
790,1.580602,0
791,1.582555,0
792,1.584502,0
793,1.586448,0
794,1.588397,0
795,1.590631,0
796,1.592858,0
797,1.594807,0
798,1.596756,0
799,1.598701,0
800,1.600648,0
801,1.602601,0
802,1.604548,0
803,1.606903,0
804,1.608288,0
805,1.61024,0
806,1.612194,0
807,1.614794,0
808,1.61674,0
809,1.618687,0
810,1.620874,0
811,1.622309,0
812,1.624382,0
813,1.626327,0
814,1.628276,0
815,1.630223,0
816,1.632174,0
817,1.634775,0
818,1.636325,0
819,1.6386,0
820,1.640227,0
821,1.642179,0
822,1.644781,0
823,1.646727,0
824,1.648674,0
825,1.650622,0
826,1.652974,0
827,1.654372,0
828,1.656318,0
829,1.658265,0
830,1.660214,0
831,1.662164,0
832,1.664765,0
833,1.666712,0
834,1.668187,0
835,1.670479,0
836,1.672435,0
837,1.67438,0
838,1.67633,0
839,1.678277,0
840,1.680222,0
841,1.682175,0
842,1.684501,0
843,1.686567,0
844,1.688513,0
845,1.69046,0
846,1.692414,0
847,1.694359,0
848,1.696307,0
849,1.698287,0
850,1.70067,0
851,1.703104,0
852,1.704396,0
853,1.706341,0
854,1.70829,0
855,1.710236,0
856,1.712188,0
857,1.714789,0
858,1.716314,0
859,1.718573,0
860,1.720525,0
861,1.722477,0
862,1.724424,0
863,1.726372,0
864,1.728317,0
865,1.730264,0
866,1.732423,0
867,1.734668,0
868,1.736617,0
869,1.738564,0
870,1.740513,0
871,1.742463,0
872,1.744411,0
873,1.746356,0
874,1.748674,0
875,1.750742,0
876,1.752695,0
877,1.75464,0
878,1.756589,0
879,1.758537,0
880,1.760482,0
881,1.762435,0
882,1.764788,0
883,1.766207,0
884,1.768155,0
885,1.770756,0
886,1.77307,0
887,1.774363,0
888,1.776308,0
889,1.778255,0
890,1.780599,0
891,1.782679,0
892,1.784625,0
893,1.786572,0
894,1.788521,0
895,1.790466,0
896,1.792419,0
897,1.794364,0
898,1.796708,0
899,1.798785,0
900,1.800732,0
901,1.802683,0
902,1.804632,0
903,1.80658,0
904,1.808525,0
905,1.810472,0
906,1.812833,0
907,1.814237,0
908,1.816189,0
909,1.818789,0
910,1.820736,0
911,1.822689,0
912,1.824636,0
913,1.826581,0
914,1.828929,0
915,1.830345,0
916,1.832298,0
917,1.834245,0
918,1.836513,0
919,1.838462,0
920,1.840409,0
921,1.84236,0
922,1.844712,0
923,1.846789,0
924,1.848737,0
925,1.850682,0
926,1.852636,0
927,1.854583,0
928,1.856529,0
929,1.858476,0
930,1.860652,0
931,1.862918,0
932,1.864214,0
933,1.866159,0
934,1.868761,0
935,1.870709,0
936,1.872662,0
937,1.874607,0
938,1.876949,0
939,1.878339,0
940,1.880287,0
941,1.88224,0
942,1.884187,0
943,1.886787,0
944,1.888735,0
945,1.890682,0
946,1.893023,0
947,1.89443,0
948,1.896376,0
949,1.898681,0
950,1.900631,0
951,1.902584,0
952,1.904529,0
953,1.906476,0
954,1.908832,0
955,1.910245,0
956,1.912201,0
957,1.914802,0
958,1.916412,0
959,1.918359,0
960,1.920305,0
961,1.922257,0
962,1.924415,0
963,1.926692,0
964,1.92837,0
965,1.930318,0
966,1.93227,0
967,1.934217,0
968,1.936165,0
969,1.938765,0
970,1.940689,0
971,1.942981,0
972,1.944274,0
973,1.946221,0
974,1.94817,0
975,1.95077,0
976,1.952384,0
977,1.954332,0
978,1.956488,0
979,1.958756,0
980,1.960708,0
981,1.96266,0
982,1.96427,0
983,1.966218,0
984,1.968487,0
985,1.970433,0
986,1.972816,0
987,1.974204,0
988,1.976533,0
989,1.978481,0
990,1.980429,0
991,1.98238,0
992,1.984327,0
993,1.986273,0
994,1.989097,0
995,1.990498,0
996,1.992451,0
997,1.994396,0
998,1.996345,0
999,1.99829,0
1000,2.000238,0
1001,2.002507,0
1002,2.004684,0
1003,2.007038,0
1004,2.008334,0
1005,2.010279,0
1006,2.012234,0
1007,2.014498,0
1008,2.016445,0
1009,2.018391,0
1010,2.02034,0
1011,2.022704,0
1012,2.02476,0
1013,2.026436,0
1014,2.028383,0
1015,2.030696,0
1016,2.032648,0
1017,2.034596,0
1018,2.036542,0
1019,2.038436,0
1020,2.040731,0
1021,2.042685,0
1022,2.044634,0
1023,2.046582,0
1024,2.048527,0
1025,2.050791,0
1026,2.052744,0
1027,2.05491,0
1028,2.056379,0
1029,2.058455,0
1030,2.060402,0
1031,2.062671,0
1032,2.064619,0
1033,2.066564,0
1034,2.068513,0
1035,2.07046,0
1036,2.072843,0
1037,2.074624,0
1038,2.076573,0
1039,2.078519,0
1040,2.080466,0
1041,2.082417,0
1042,2.084366,0
1043,2.086695,0
1044,2.08821,0
1045,2.090481,0
1046,2.092439,0
1047,2.094384,0
1048,2.096332,0
1049,2.098596,0
1050,2.10058,0
1051,2.102178,0
1052,2.104554,0
1053,2.106599,0
1054,2.108546,0
1055,2.11081,0
1056,2.112762,0
1057,2.114708,0
1058,2.116657,0
1059,2.118861,0
1060,2.120291,0
1061,2.122365,0
1062,2.124696,0
1063,2.126641,0
1064,2.128589,0
1065,2.130537,0
1066,2.132488,0
1067,2.134436,0
1068,2.136334,0
1069,2.138606,0
1070,2.140559,0
1071,2.142511,0
1072,2.144456,0
1073,2.146404,0
1074,2.148669,0
1075,2.150614,0
1076,2.153008,0
1077,2.154421,0
1078,2.15637,0
1079,2.158317,0
1080,2.160581,0
1081,2.162532,0
1082,2.164481,0
1083,2.166428,0
1084,2.168576,0
1085,2.170851,0
1086,2.172537,0
1087,2.174824,0
1088,2.176772,0
1089,2.178719,0
1090,2.180666,0
1091,2.182618,0
1092,2.184555,0
1093,2.186781,0
1094,2.188734,0
1095,2.190682,0
1096,2.192632,0
1097,2.19458,0
1098,2.196845,0
1099,2.19879,0
1100,2.200322,0
1101,2.202643,0
1102,2.204594,0
1103,2.206542,0
1104,2.208805,0
1105,2.210751,0
1106,2.212705,0
1107,2.214652,0
1108,2.217024,0
1109,2.218416,0
1110,2.220363,0
1111,2.222697,0
1112,2.224645,0
1113,2.226592,0
1114,2.228539,0
1115,2.230487,0
1116,2.233258,0
1117,2.234657,0
1118,2.236609,0
1119,2.238557,0
1120,2.240502,0
1121,2.242455,0
1122,2.244736,0
1123,2.246348,0
1124,2.248548,0
1125,2.250807,0
1126,2.252763,0
1127,2.254711,0
1128,2.256658,0
1129,2.258266,0
1130,2.260215,0
1131,2.262166,0
1132,2.264536,0
1133,2.266602,0
1134,2.268551,0
1135,2.270224,0
1136,2.272177,0
1137,2.274778,0
1138,2.276725,0
1139,2.278672,0
1140,2.280189,0
1141,2.282852,0
1142,2.284803,0
1143,2.28675,0
1144,2.288695,0
1145,2.290643,0
1146,2.292597,0
1147,2.294861,0
1148,2.296402,0
1149,2.298651,0
1150,2.300601,0
1151,2.302554,0
1152,2.304501,0
1153,2.306763,0
1154,2.308712,0
1155,2.310659,0
1156,2.312173,0
1157,2.314463,0
1158,2.316413,0
1159,2.319085,0
1160,2.320375,0
1161,2.322325,0
1162,2.324274,0
1163,2.326222,0
1164,2.328602,0
1165,2.331038,0
1166,2.332337,0
1167,2.334282,0
1168,2.33623,0
1169,2.338177,0
1170,2.34078,0
1171,2.342287,0
1172,2.344861,0
1173,2.346812,0
1174,2.348759,0
1175,2.350707,0
1176,2.35266,0
1177,2.354605,0
1178,2.356217,0
1179,2.358388,0
1180,2.360675,0
1181,2.362631,0
1182,2.36458,0
1183,2.366526,0
1184,2.368201,0
1185,2.370802,0
1186,2.372754,0
1187,2.374308,0
1188,2.376548,0
1189,2.378497,0
1190,2.380174,0
1191,2.38278,0
1192,2.384725,0
1193,2.386673,0
1194,2.388621,0
1195,2.390981,0
1196,2.392699,0
1197,2.394328,0
1198,2.396281,0
1199,2.398228,0
1200,2.400174,0
1201,2.40278,0
1202,2.404392,0
1203,2.406554,0
1204,2.408831,0
1205,2.410782,0
1206,2.412736,0
1207,2.414681,0
1208,2.417011,0
1209,2.418303,0
1210,2.420252,0
1211,2.422631,0
1212,2.424684,0
1213,2.426629,0
1214,2.428959,0
1215,2.430252,0
1216,2.432204,0
1217,2.434152,0
1218,2.436754,0
1219,2.438303,0
1220,2.440542,0
1221,2.442815,0
1222,2.444761,0
1223,2.446709,0
1224,2.448657,0
1225,2.450602,0
1226,2.452556,0
1227,2.45442,0
1228,2.456651,0
1229,2.458293,0
1230,2.460243,0
1231,2.462196,0
1232,2.464797,0
1233,2.466473,0
1234,2.468419,0
1235,2.47078,0
1236,2.472187,0
1237,2.474788,0
1238,2.476737,0
1239,2.478411,0
1240,2.480358,0
1241,2.482311,0
1242,2.484257,0
1243,2.486621,0
1244,2.488688,0
1245,2.490297,0
1246,2.492251,0
1247,2.494199,0
1248,2.496144,0
1249,2.498745,0
1250,2.500946,0
1251,2.502706,0
1252,2.504767,0
1253,2.506715,0
1254,2.508664,0
1255,2.510609,0
1256,2.512562,0
1257,2.514891,0
1258,2.516184,0
1259,2.518591,0
1260,2.520671,0
1261,2.522621,0
1262,2.52457,0
1263,2.526899,0
1264,2.528532,0
1265,2.530483,0
1266,2.532435,0
1267,2.534806,0
1268,2.536269,0
1269,2.538218,0
1270,2.540484,0
1271,2.542436,0
1272,2.544382,0
1273,2.546329,0
1274,2.548278,0
1275,2.550418,0
1276,2.552208,0
1277,2.554283,0
1278,2.55623,0
1279,2.558177,0
1280,2.560778,0
1281,2.562731,0
1282,2.564406,0
1283,2.566616,0
1284,2.568852,0
1285,2.570801,0
1286,2.572755,0
1287,2.574703,0
1288,2.576376,0
1289,2.578324,0
1290,2.580271,0
1291,2.582442,0
1292,2.584724,0
1293,2.586675,0
1294,2.588285,0
1295,2.590232,0
1296,2.592182,0
1297,2.594783,0
1298,2.597054,0
1299,2.598569,0
1300,2.600355,0
1301,2.602433,0
1302,2.604379,0
1303,2.606327,0
1304,2.608274,0
1305,2.61022,0
1306,2.612555,0
1307,2.614738,0
1308,2.616203,0
1309,2.618268,0
1310,2.620217,0
1311,2.622167,0
1312,2.624496,0
1313,2.626444,0
1314,2.628391,0
1315,2.630338,0
1316,2.632723,0
1317,2.634144,0
1318,2.63641,0
1319,2.638357,0
1320,2.640303,0
1321,2.642255,0
1322,2.644204,0
1323,2.646149,0
1324,2.64883,0
1325,2.650278,0
1326,2.652234,0
1327,2.654181,0
1328,2.656782,0
1329,2.658729,0
1330,2.660362,0
1331,2.662697,0
1332,2.664228,0
1333,2.666519,0
1334,2.668472,0
1335,2.670417,0
1336,2.67237,0
1337,2.674698,0
1338,2.676647,0
1339,2.678593,0
1340,2.680954,0
1341,2.682371,0
1342,2.684321,0
1343,2.686584,0
1344,2.688532,0
1345,2.690477,0
1346,2.692431,0
1347,2.694377,0
1348,2.696758,0
1349,2.698492,0
1350,2.700439,0
1351,2.702391,0
1352,2.704339,0
1353,2.706284,0
1354,2.708233,0
1355,2.710562,0
1356,2.712953,0
1357,2.714363,0
1358,2.716313,0
1359,2.718258,0
1360,2.720205,0
1361,2.722539,0
1362,2.724488,0
1363,2.726433,0
1364,2.728803,0
1365,2.730247,0
1366,2.732521,0
1367,2.734464,0
1368,2.736413,0
1369,2.738361,0
1370,2.74031,0
1371,2.742261,0
1372,2.744208,0
1373,2.746881,0
1374,2.748306,0
1375,2.750257,0
1376,2.75221,0
1377,2.754811,0
1378,2.756757,0
1379,2.758433,0
1380,2.760378,0
1381,2.762781,0
1382,2.764208,0
1383,2.766153,0
1384,2.768754,0
1385,2.771104,0
1386,2.772381,0
1387,2.774329,0
1388,2.776276,0
1389,2.778637,0
1390,2.7807,0
1391,2.782969,0
1392,2.784261,0
1393,2.786209,0
1394,2.788158,0
1395,2.790758,0
1396,2.792973,0
1397,2.794407,0
1398,2.796784,0
1399,2.798729,0
1400,2.800676,0
1401,2.802629,0
1402,2.804576,0
1403,2.806289,0
1404,2.808619,0
1405,2.810996,0
1406,2.812411,0
1407,2.814357,0
1408,2.816305,0
1409,2.818252,0
1410,2.820583,0
1411,2.822533,0
1412,2.82448,0
1413,2.826851,0
1414,2.828254,0
1415,2.830205,0
1416,2.832472,0
1417,2.834419,0
1418,2.836368,0
1419,2.838313,0
1420,2.840261,0
1421,2.842637,0
1422,2.844364,0
1423,2.846311,0
1424,2.848259,0
1425,2.850204,0
1426,2.852811,0
1427,2.854759,0
1428,2.856433,0
1429,2.858814,0
1430,2.860215,0
1431,2.862166,0
1432,2.864766,0
1433,2.866714,0
1434,2.868391,0
1435,2.870675,0
1436,2.872631,0
1437,2.874861,0
1438,2.876292,0
1439,2.878368,0
1440,2.880632,0
1441,2.882582,0
1442,2.884531,0
1443,2.886476,0
1444,2.888424,0
1445,2.890371,0
1446,2.893059,0
1447,2.894467,0
1448,2.896415,0
1449,2.898361,0
1450,2.90031,0
1451,2.902262,0
1452,2.904591,0
1453,2.906536,0
1454,2.908921,0
1455,2.910338,0
1456,2.912291,0
1457,2.914239,0
1458,2.916185,0
1459,2.918514,0
1460,2.920462,0
1461,2.922412,0
1462,2.924777,0
1463,2.926189,0
1464,2.929127,0
1465,2.930398,0
1466,2.932352,0
1467,2.934297,0
1468,2.936245,0
1469,2.938193,0
1470,2.940566,0
1471,2.942291,0
1472,2.944598,0
1473,2.946546,0
1474,2.948492,0
1475,2.95044,0
1476,2.95239,0
1477,2.954719,0
1478,2.956327,0
1479,2.958603,0
1480,2.960552,0
1481,2.962505,0
1482,2.964451,0
1483,2.96678,0
1484,2.968728,0
1485,2.970675,0
1486,2.972195,0
1487,2.974454,0
1488,2.976403,0
1489,2.978666,0
1490,2.980615,0
1491,2.982568,0
1492,2.984513,0
1493,2.986461,0
1494,2.988816,0
1495,2.990525,0
